,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208
0,Waktu,Pintu Air,14:00,13:00,12:00,11:00,10:00,09:00,08:00,07:00,06:00,05:00,04:00,03:00,02:00,01:00,00:00,Bendung Katulampa,20 cm (H),20 cm (H),20 cm (T),20 cm (T),20 cm (T),20 cm (T),20 cm (T),20 cm (T),20 cm (MT),20 cm (MT),20 cm (MT),20 cm (MT),20 cm (MT),20 cm (MT),20 cm (T),Pos Depok,95 cm (MT),95 cm (T),95 cm (T),95 cm (T),95 cm (T),95 cm (T),100 cm (T),100 cm (T),100 cm (T),100 cm (T),100 cm (T),100 cm (T),100 cm (T),100 cm (T),100 cm (T),Manggarai BKB,625 cm (T),625 cm (T),625 cm (T),625 cm (T),625 cm (T),625 cm (T),625 cm (T),625 cm (T),625 cm (T),625 cm (T),625 cm (T),625 cm (T),625 cm (T),625 cm (T),625 cm (T),PA. Karet,270 cm (T),270 cm (T),270 cm (T),270 cm (T),270 cm (T),260 cm (T),260 cm (T),260 cm (T),250 cm (T),250 cm (T),250 cm (T),260 cm (T),260 cm (T),260 cm (T),260 cm (T),Pos Krukut Hulu,40 cm (T),40 cm (T),40 cm (T),30 cm (T),30 cm (T),30 cm (T),30 cm (T),40 cm (T),40 cm (T),40 cm (T),40 cm (T),40 cm (T),40 cm (T),40 cm (T),40 cm (T),Pos Pesanggrahan,70 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),Pos Angke Hulu,40 cm (T),40 cm (T),40 cm (T),40 cm (T),40 cm (T),40 cm (T),50 cm (T),50 cm (T),50 cm (T),50 cm (T),50 cm (T),50 cm (T),50 cm (T),50 cm (T),50 cm (T),Waduk Pluit,-185 cm (MT),-185 cm (H),-185 cm (T),-190 cm (T),-190 cm (T),-190 cm (T),-190 cm (T),-190 cm (T),-190 cm (T),-190 cm (T),-190 cm (T),-190 cm (T),-190 cm (T),-190 cm (T),-190 cm (T),Pasar Ikan - Laut,205 cm (T),228 cm (G),234 cm (T),240 cm (T),245 cm (T),233 cm (T),224 cm (T),214 cm (MT),202 cm (T),200 cm (T),182 cm (T),179 cm (T),170 cm (T),164 cm (T),170 cm (T),Pos Cipinang Hulu,100 cm (T),100 cm (T),100 cm (T),100 cm (T),100 cm (T),100 cm (T),80 cm (T),80 cm (T),80 cm (T),80 cm (T),80 cm (T),80 cm (T),80 cm (T),80 cm (T),80 cm (T),Pos Sunter Hulu,60 cm (T),60 cm (T),60 cm (T),60 cm (T),70 cm (T),70 cm (T),80 cm (T),80 cm (T),70 cm (T),90 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),70 cm (T),Pulo Gadung,330 cm (T),330 cm (T),330 cm (T),330 cm (T),330 cm (T),330 cm (T),330 cm (T),330 cm (T),330 cm (T),330 cm (T),330 cm (T),330 cm (T),330 cm (T),330 cm (T),330 cm (T)
